job search,competences
Scrum Master,"

1. Bachelor's or Master's Degree in a technology related field
2. 6+ years of experience
3. Agile environment experience
4. Scrum ceremonies experience
5. Strong SQL skills
6. Data analysis skills
7. Data modeling skills
8. Dimensional modeling experience
9. Data Vault modeling experience
10. Basic AWS experience
11. Ability to deal with ambiguity
12. Fast-paced environment experience
13. Interpersonal skills
14. Communication skills
15. Collaboration skills
16. Passion for learning new technologies
17. Intellectual curiosity
18. Knowledge of technology products
19. Business acumen
20. System automation experience
21. Continuous integration experience
22. Continuous delivery experience"
Scrum Master,"

1. SAFe ART Launch Certification
2. SPC 6 Certification
3. Training experience
4. Agile mindset
5. Agile practices
6. Agile principles
7. Agile methodologies
8. Test driven development
9. Kanban principles
10. Scrum of Scrum
11. Big Room Planning
12. Retrospectives
13. Scrum Master
14. Agile Coach
15. Self-organizing teams
16. Agile team maturity
17. JIRA
18. Confluence
19. Communication skills
20. Coaching skills
21. Leadership skills
22. Retail experience
23. Consulting experience
24. MBA or advanced degree
25. Technology knowledge
26. Business knowledge"
Scrum Master,"

1. Coaching
2. Leadership
3. Scrum principles
4. Kanban frameworks
5. Scrum maturity assessment
6. Agile maturity level
7. Mentorship
8. Agile practices
9. Servant leadership
10. Industry knowledge
11. Agile community
12. Lean practices
13. Engineering practices
14. Agile and Lean Community
15. Agile Coach
16. RTE (Release Train Engineer)
17. Scrum Master
18. Executive leadership
19. IT needs
20. Business roadmap
21. IT roadmap
22. Accelerators
23. Project Management
24. Scrum Master experience
25. Training
26. Coaching
27. Scrum Certifications
28. SPC (SAFe Practice Consultant)
29. SAFe Program Consultant
30. Agile Coaching Skills
31. Certified Facilitator
32. Agile development methods
33. Task Management Tools
34. Atlassian JIRA
35. Clarity PPM
36. VersionOne
37. Agile certifications
38. CSM (Certified Scrum Master)
39. CSP (Certified Scrum Professional)
40. PSM (Professional Scrum Master)
41. Certified Team Coach
42. Team performance assessment"
Scrum Master,"

1. Leadership
2. Sprint planning
3. Standups
4. Monitoring
5. Key performance indicators (KPIs)
6. Relationship building
7. Communication
8. Escalation and resolution
9. Risk management
10. Collaboration
11. Trust building
12. Decision making
13. Agile methodology
14. Banking/financial services industry knowledge
15. Scrum experience
16. Team management
17. Project management
18. Technical expertise
19. Non-technical communication
20. Problem-solving
21. Adaptability
22. Time management
23. Attention to detail
24. Conflict resolution
25. Stakeholder management
26. Prioritization
27. Decision-making
28. Analytical thinking
29. Adaptability
30. Flexibility
31. Multitasking
32. Teamwork
33. Interpersonal skills
34. Negotiation
35. Risk assessment
36. Issue resolution
37. Dependency management
38. Trustworthiness
39. Collaboration with cross-functional teams
40. Agile principles and values."
Scrum Master,"

1. Establishing connections between business users and technology experts
2. Information exchange between business and IT teams
3. Contributing to continuous exploration and research of business performance
4. Formulating and defining project scope and objectives
5. Conducting research and providing guidance to junior analysts
6. Analyzing customer needs and documenting requirements
7. Deriving test cases from requirements
8. Defining and analyzing process improvements
9. Supporting business process redesign and automation
10. Creating reports, metrics, and presentations
11. Communicating ideas and information concisely and logically
12. Identifying risks and considering business consequences of technology implementation
13. Testing systems to ensure compliance with requirements
14. Identifying and solving problems by translating business requirements into technical solutions
15. Evaluating risks in business decision making
16. Compliance with laws, rules, and regulations
17. Ethical judgment and behavior
18. Supervising and holding others accountable for maintaining standards
19. 2-5 years of relevant experience
20. Data analysis skills using Microsoft Office
21. Knowledge of business systems and industry standards
22. Analytical, organizational, and presentation skills
23. Project management skills
24. Motivation for research, creation, and exploration"
Scrum Master,"

1. Experience in Information Technology
2. Project Management
3. Program Management
4. Scrum Master
5. Release Train Engineer
6. Agile Coaching
7. Development Maturity Assessment
8. Jira
9. Rally
10. Azure DevOps
11. Service Now
12. ADO
13. Remote Work Experience
14. 10+ Years of Experience
15. Working with Agile Teams
16. Tool Proficiency"
Scrum Master,"

1. Customer focus
2. Relationship building
3. Team leadership
4. Agile methodology
5. Project management
6. Risk management
7. Conflict resolution
8. Negotiation
9. Communication
10. Problem solving
11. Critical thinking
12. Analytical skills
13. Creativity
14. Adaptability
15. Verbal communication
16. Written communication
17. Interpersonal skills
18. Organizational skills
19. Proactivity
20. Accountability
21. Self-starter
22. Servant leadership
23. Observation
24. Influence
25. Diversity and inclusion
26. Continuous learning
27. Time management
28. Financial knowledge
29. Technology knowledge
30. Collaboration
31. Transparency
32. Reporting
33. Action planning
34. Empirical product planning
35. Product discovery
36. Estimation
37. Grooming
38. Continuous improvement
39. Relationship management
40. Inclusivity
41. Workspace flexibility
42. Pension and benefits management
43. Accessibility
44. Accommodation."
Scrum Master,"

1. Agile methodologies development
2. Agile transformation
3. Business goals alignment
4. Best practices development
5. Training facilitation
6. Improvement frameworks establishment
7. Lean practices implementation
8. Kanban practices implementation
9. KPI monitoring
10. Agile progress reporting
11. Leadership coaching
12. Scrum Master coaching
13. Product Owner coaching
14. Bachelor degree
15. 7+ years experience as an Agile Coach
16. Advanced Agile certifications (CSM, CSP, SPC)
17. Coaching skills
18. Facilitation skills
19. Strategic thinking skills
20. Knowledge of state and local laws
21. Knowledge of the City of Los Angeles' Fair Chance Initiative for Hiring Ordinance."
Scrum Master,"

1. SCRUM and Agile methodologies
2. Leadership
3. Best practices
4. Multidisciplinary sprints
5. Collaboration
6. Product engineering
7. Hypothesis testing
8. Creative ideation
9. Flexible environment
10. High-impact Agile projects
11. Results-oriented culture
12. Comprehensive training
13. Career support
14. Mentorship
15. Facilitation
16. Virtual meeting management
17. Problem-solving
18. Risk management
19. Team development
20. Motivation
21. Self-organization
22. Cross-functional skills
23. Communication
24. Stakeholder management
25. Decision-making
26. People management
27. Development team leadership
28. SCRUM Master experience
29. Microsoft Office proficiency
30. Atlassian collaboration tools
31. Agile certification
32. Methodology proficiency
33. Exceptional communication skills
34. Meeting facilitation
35. Goal-driven
36. Autonomy
37. Positive attitude
38. Adaptability
39. Innovation
40. Creative problem-solving
41. Collaboration with Agile coaches and SCRUM Masters
42. Technical expertise in Node.js and REACT
43. Healthcare industry knowledge
44."
Scrum Master,"

1. Experience with Veeva CRM Commercial suite of products
2. Knowledge of SCRUM framework
3. Ability to facilitate team level events (Daily Scrum, 3 Amigos/Grooming, Sprint Planning, team retros, etc.)
4. Strong communication skills
5. Prioritization skills
6. Release documentation management
7. Business analysis skills
8. Project management skills
9. JIRA project administration
10. Agile principles and practices
11. Estimation and sub task creation
12. Sprint review meeting participation
13. Burndown chart analysis
14. Portfolio planning tools
15. Coordination with team members and stakeholders
16. 401k management
17. Group health, dental, and vision benefits management
18. Life insurance and LTD management
19. Discretionary PTO management
20. Diversity and inclusion awareness
21. Prohibition of discrimination and harassment
22. Knowledge of federal, state, and local laws
23. Hiring decisions based on qualifications and merit
24. Ability to work independently and in a team environment
25. Attention to detail
26. Adaptability and flexibility
27. Time management skills
28. Problem-solving skills
29. Ability to handle multiple tasks and priorities"
Scrum Master,"

1. Scrum Master experience
2. Agile project management
3. Certified Scrum Master (CSM)
4. Agile certifications
5. Software development knowledge
6. Agile methodologies understanding
7. Leadership abilities
8. Coaching skills
9. Teamwork
10. Innovation
11. Open communication
12. Project management
13. Time management
14. Collaboration
15. Conflict resolution
16. Interpersonal skills
17. Process improvement
18. Productivity enhancement
19. Efficiency improvement
20. Communication skills
21. Mentoring
22. Team management
23. Sprint planning
24. Sprint reviews
25. Retrospectives
26. Impediment identification
27. Goal setting
28. Project delivery
29. Team building
30. Data analysis
31. Problem-solving
32. Decision-making
33. Adaptability
34. Flexibility
35. Multitasking
36. Attention to detail
37. Organizational skills
38. Time management
39. Prioritization
40. Risk management
41. Change management
42. Strategic thinking
43. Business operations knowledge
44. Client relationship management
45. Professional development
46. Career advancement
47. Salesportal project knowledge"
