Label,Text,Standard text,Desc
Knowledge,Network administration and maintenance,Network administration,"Monitor network in order to provide for optimum levels of network performance and minimisation of downtime. This includes detection, isolation, recovery and limitation of the impact of failures on the network as well as provision of support to system users through ongoing maintenance information sharing and training"
Knowledge,Network communications,Network communications,Network communications
Knowledge,Network configuration,Network configuration,"Configure network hardware and software components according to organisational guidelines and technical requirements. This includes the implementation and configuration of multiple servers, network devices and network management tools as well as the management of user network access to ensure stable and reliable network operations"
Knowledge,Network configurations,Network configuration,Network configuration
Knowledge,Network infrastructure,Network infrastructure,Network infrastructure
Knowledge,Networking infrastructure operations,Network infrastructure,Network infrastructure
Knowledge,Network management,Network management,Network management
Knowledge,Network protection,Network protection,Network protection
Knowledge,IS network security,Network security,Network security
Knowledge,Network security,Network security,"Design and configure network systems to ensure the integrity of network infrastructure through the use of appropriate protection, detection and response mechanisms"
Knowledge,Network security protocols,Network security,Network security
Knowledge,Network slicing,Network slicing,Create logically partitioned networks from a shared infrastructure to provide optimised and customised services for different users based on service level agreements
Knowledge,Networking,Networking,"Identifying, evaluating and strategising to seize new business opportunities to grow the organisation’s business operations."
Knowledge,Networking skills,Networking,Networking
Knowledge,"Networking (IPs, Peering, DNS, VPN, Balancing)","Networking (IPs, Peering, DNS, VPN, Balancing)","Networking (IPs, Peering, DNS, VPN, Balancing)"
Knowledge,"Application servers (GlassFish, Nginx, Kong)",Nginx,"Application servers (GlassFish, Nginx, Kong)"
Knowledge,Understanding Nissan GTOP CFP DCW SAP Internal Systems,Nissan CFP,Nissan CFP
Knowledge,Understanding Nissan GTOP CFP DCW SAP Internal Systems,Nissan DCW,Comprehension
Knowledge,Understanding Nissan GTOP CFP DCW SAP Internal Systems,Nissan GTOP,Nissan GTOP
Knowledge,NIST,NIST,NIST
Knowledge,No-code/low-code patterns,No-code/low-code patterns,No-code/low-code patterns
Knowledge,Node expertise,Node expertise,Node expertise
Knowledge,NodeJS,NodeJS,NodeJS
Knowledge,Object oriented programming,Object-oriented programming,Object oriented programming
Knowledge,Object-oriented design,Object-oriented programming,Object-oriented design
Knowledge,Object-Oriented principles,Object-oriented programming,Object oriented programming
Knowledge,Object-oriented programming,Object-oriented programming,Object oriented programming
Knowledge,Object-oriented software design,Object-oriented programming,Object-oriented software design
Knowledge,"Cloud platforms (OCI, Azure)",OCI,"Cloud platforms (OCI, Azure)"
Knowledge,Experience in open source frameworks,Open source frameworks,Experience in open source frameworks
Knowledge,Open source frameworks,Open source frameworks,Open source frameworks
Knowledge,Open Systems Interconnections (OSI) model,Open Systems Interconnections (OSI) model,Open Systems Interconnections (OSI) model
Knowledge,OpenStack,OpenStack,OpenStack
Knowledge,"Knowledge of software applications, operating systems, and hardware components",Operating systems,"Knowledge of software applications, operating systems, and hardware components"
Knowledge,Operating system knowledge,Operating systems,Operating systems
Knowledge,Operating systems,Operating systems,Operating systems
Knowledge,Operational deployment,Operational deployment,Operational deployment
Knowledge,Operational issue resolution,Operational issue resolution,Operational issue resolution
Knowledge,"MySQL, PostgreSQL, Oracle, SQL Server proficiency",Oracle,"MySQL, PostgreSQL, Oracle, SQL Server proficiency"
Knowledge,Oracle and SQL Server systems,Oracle,Oracle and SQL Server systems
Knowledge,Organisational Analysis,Organisational Analysis,Evaluate factors that can affect the organization’s performance as well as strategically assessing the organization’s own resources and potential for improvement
Knowledge,Organisational design,Organisational design,Develop and facilitate the implementation of organisational design to ensure its effectiveness and alignment with stakeholders' priorities
Knowledge,Organizational commitment,Organizational analysis,Organizational analysis
Knowledge,Organization models,Organizational design,Organizational design
Knowledge,Organizational climate,Organizational design,Organizational design
Knowledge,OSPF,OSPF,OSPF
Knowledge,Knowledge of OWASP and MITRE attack framework,OWASP,Knowledge of OWASP and MITRE attack framework
Knowledge,PaaS,PaaS,PaaS
Knowledge,PaaS DB design patterns,PaaS DB design patterns,PaaS DB design patterns
Knowledge,Partnership Management,Partnership Management,Build cooperative partnerships with inter-organisational and external stakeholders and leveraging of relations to meet organisational objectives. This includes coordination andstrategizing with internal and external stakeholders through close cooperation and exchange of information to solve problems
Knowledge,Pattern recognition systems,Pattern recognition systems,Develop and apply intelligent pattern recognition systems and techniques to analyse data and derive useful hidden patterns to solve problems
Knowledge,PCF,PCF,PCF
Knowledge,PCI and PII standards,PCI and PII standards,PCI and PII standards
Knowledge,Penetration testing,Penetration testing,Penetration testing
Knowledge,People and Performance Management,People and Performance Management,"Establish organisation-wide performance management strategies to facilitate performance management, including identification of key performance indicators and employee performance assessment"
Knowledge,Experience in people management (4+ years),People management,Experience in people management (4+ years)
Knowledge,Performance characteristics,Performance characteristics,Performance characteristics
Knowledge,Performance management,Performance management,"Evaluate and optimise network, system and/or software performance against user and business requirements. This involves the introduction and utilisation of new tools and mechanisms to gather, analyse and fully optimise performance data. This also includes the initiation of controls, modifications and new investments to enhance end-to-end performance of ICT components, systems and services"
Knowledge,Performance optimization,Performance optimization,Performance optimization
Knowledge,Performance tuning,Performance tuning,Performance tuning
Knowledge,Personal data processing,Personal data processing,Personal data processing
Knowledge,PHP,PHP,PHP
Knowledge,PHP programming,PHP,PHP
Knowledge,Physical security expertise,Physical security expertise,Physical security expertise
Knowledge,Pilot creation,Pilot creation,Pilot creation
Knowledge,Understanding Plastic Molding and Tooling,Plastic molding,Comprehension
Knowledge,Knowledge in pneumatics hydraulic mechanics electronics industrial automation resistance welding Yaskawa robots and CNC,Pneumatics hydraulic mechanics,Knowledge in pneumatics hydraulic mechanics electronics industrial automation resistance welding Yaskawa robots and CNC
Knowledge,Pods,Pods,Pods
Knowledge,Portfolio management,Portfolio management,"Manage systematically the IT investments, projects, services and activities within a company, in line with business objectives and priorities. This involves the development of a framework to evaluate potential costs and benefits and make key decisions about IT investments, internal allocation and utilisation of IT resources and/or assets and any changes to IT processes or services offered"
Knowledge,Database management (PostgreSQL/MySQL),PostgreSQL,Database management (PostgreSQL/MySQL)
Knowledge,"MySQL, PostgreSQL, Oracle, SQL Server proficiency",PostgreSQL,"MySQL, PostgreSQL, Oracle, SQL Server proficiency"
